"Новый: Время (с)";"Новый: Угол (rad)";"Новый: Скорость (rad/с)";"Новый: Ускорение (rad/с²)"
300.85;-4232.05691694;0;0
300.9;-4232.05691694;0;0
300.95;-4232.05691694;0;0
301;-4232.05691694;0;0
301.05;-4232.05691694;0;0
301.1;-4232.05691694;0;0
301.15;-4232.05691694;0;0
301.2;-4232.05691694;0;0
301.25;-4232.05691694;0;0
301.3;-4232.05691694;0;0
301.35;-4232.05691694;0;0
301.4;-4232.05691694;0;0
301.45;-4232.05691694;0;0
301.5;-4232.05691694;0;0
301.55;-4232.05691694;0;0
301.6;-4232.05691694;0;0
301.65;-4232.05691694;0;0
301.7;-4232.05691694;0;0
301.75;-4232.05691694;0;0
301.8;-4232.05691694;0;0
301.85;-4232.05691694;0;0
301.9;-4232.05691694;0;0
301.95;-4232.05691694;0;0
302;-4232.05691694;0;0
302.05;-4232.05691694;0;0
302.1;-4232.05691694;0;0
302.15;-4232.05691694;0;0
302.2;-4232.05691694;0;0
302.25;-4232.05691694;0;0
302.3;-4232.05691694;0;0
302.35;-4232.05691694;0;0
302.4;-4232.05691694;0;0
302.45;-4232.05691694;0;0
302.5;-4232.05691694;0;0
302.55;-4232.05691694;0;0
302.6;-4232.05691694;0;0
302.65;-4232.05691694;0;0
302.7;-4232.05691694;0;0
302.75;-4232.05691694;0;0
302.8;-4232.05691694;0;0
302.85;-4232.05691694;0;0
302.9;-4232.05691694;0;0
302.95;-4232.05691694;0;0
303;-4232.05691694;0;0
303.05;-4232.05691694;0;0
303.1;-4232.05691694;0;0
303.15;-4232.05691694;0;0
303.2;-4232.05691694;0;0
303.25;-4232.05691694;0;0
303.3;-4232.05691694;0;0
303.35;-4232.05691694;0;0
303.4;-4232.05691694;0;0
303.45;-4232.05691694;0;0
303.5;-4232.05691694;0;0
303.55;-4232.05691694;0;0
303.6;-4232.05691694;0;0
303.65;-4232.05691694;0;0
303.7;-4232.05691694;0;0
303.75;-4232.05691694;0;0
303.8;-4232.05691694;0;0
303.85;-4232.05691694;0;0
303.9;-4232.05691694;0;0
303.95;-4232.05691694;0;0
304;-4232.05691694;0;0
304.05;-4232.05691694;0;0
304.1;-4232.05691694;0;0
304.15;-4232.05691694;0;0
304.2;-4232.05691694;0;0
304.25;-4232.05691694;0;0
304.3;-4232.05691694;0;0
304.35;-4232.05691694;0;0
304.4;-4232.05691694;0;0
304.45;-4232.05691694;0;0
304.5;-4232.05691694;0;0
304.55;-4232.05691694;0;0
304.6;-4232.05691694;0;0
304.65;-4232.05691694;0;0
304.7;-4232.05691694;0;0
304.75;-4232.05691694;0;0
304.8;-4232.05691694;0;0
304.85;-4232.05691694;0;0
304.9;-4232.05691694;0;0
304.95;-4232.05691694;0;0
305;-4232.05691694;0;0
305.05;-4232.05691694;0;0
305.1;-4232.05691694;0;0
305.15;-4232.05691694;0;0
305.2;-4232.05691694;0;0
305.25;-4232.05691694;0;0
305.3;-4232.05691694;0;0
305.35;-4232.05691694;0;0
305.4;-4232.05691694;0;0
305.45;-4232.05691694;0;0
305.5;-4232.05691694;0;0
305.55;-4232.05691694;0;0
305.6;-4232.05691694;0;0
305.65;-4232.05691694;0;0
305.7;-4232.05691694;0;0
305.75;-4232.05691694;0;0
305.8;-4232.05691694;0;0
305.85;-4232.05691694;0;0
305.9;-4232.05691694;0;0
305.95;-4232.05691694;0;0
306;-4232.05691694;0;0
306.05;-4232.05691694;0;0
306.1;-4232.05691694;0;0
306.15;-4232.05691694;0;0
306.2;-4232.05691694;0;0
306.25;-4232.05691694;0;0
306.3;-4232.05691694;0;0
306.35;-4232.05691694;0;0
306.4;-4232.05691694;0;0
306.45;-4232.05691694;0;0
306.5;-4232.05691694;0;0
306.55;-4232.05691694;0;0
306.6;-4232.05691694;0;0
306.65;-4232.05691694;0;0
306.7;-4232.05691694;0;0
306.75;-4232.05691694;0;0
306.8;-4232.05691694;0;0
306.85;-4232.05691694;0;0
306.9;-4232.05691694;0;0
306.95;-4232.05691694;0;0
307;-4232.05691694;0;0
307.05;-4232.05691694;0;0
307.1;-4232.05691694;0;0
307.15;-4232.05691694;0;0
307.2;-4232.05691694;0;0
307.25;-4232.05691694;0;0
307.3;-4232.05691694;0;0
307.35;-4232.05691694;0;0
307.4;-4232.05691694;0;0
307.45;-4232.05691694;0;0
307.5;-4232.05691694;0;0
307.55;-4232.05691694;0;0
307.6;-4232.05691694;0;0
307.65;-4232.05691694;0;0
307.7;-4232.05691694;0;0
307.75;-4232.05691694;0;0
307.8;-4232.05691694;0;0
307.85;-4232.05691694;0;0
307.9;-4232.05691694;0;0
307.95;-4232.05691694;0;0
308;-4232.05691694;0;0
308.05;-4232.05691694;0;0
308.1;-4232.05691694;0;0
308.15;-4232.05691694;0;0
308.2;-4232.05691694;0;0
308.25;-4232.05691694;0;0
308.3;-4232.05691694;0;0
308.35;-4232.05691694;0;0
308.4;-4232.05691694;0;0
308.45;-4232.05691694;0;0
308.5;-4232.05691694;0;0
308.55;-4232.05691694;0;0
308.6;-4232.05691694;0;0
308.65;-4232.05691694;0;0
308.7;-4232.05691694;0;0
308.75;-4232.05691694;0;0
308.8;-4232.05691694;0;0
308.85;-4232.05691694;0;0
308.9;-4232.05691694;0;0
308.95;-4232.05691694;0;0
309;-4232.05691694;0;0
309.05;-4232.05691694;0;0
309.1;-4232.05691694;0;0
309.15;-4232.05691694;0;0
309.2;-4232.05691694;0;0
309.25;-4232.05691694;0;0
309.3;-4232.05691694;0;0
309.35;-4232.05691694;0;0
309.4;-4232.05691694;0;0
309.45;-4232.05691694;0;0
309.5;-4232.05691694;0;0
309.55;-4232.05691694;0;0
309.6;-4232.05691694;0;0
309.65;-4232.05691694;0;0
309.7;-4232.05691694;0;0
309.75;-4232.05691694;0;0
309.8;-4232.05691694;0;0
309.85;-4232.05691694;0;0
309.9;-4232.05691694;0;0
309.95;-4232.05691694;0;0
310;-4232.05691694;0;0
310.05;-4232.05691694;0;0
310.1;-4232.05691694;0;0
310.15;-4232.05691694;0;0
310.2;-4232.05691694;0;0
310.25;-4232.05691694;0;0
310.3;-4232.05691694;0;0
310.35;-4232.05691694;0;0
310.4;-4232.05691694;0;0
310.45;-4232.05691694;0;0
310.5;-4232.05691694;0;0
310.55;-4232.05691694;0;0
310.6;-4232.05691694;0;0
310.65;-4232.05691694;0;0
310.7;-4232.05691694;0;0
310.75;-4232.05691694;0;0
310.8;-4232.05691694;0;0
310.85;-4232.05691694;0;0
310.9;-4232.05691694;0;0
310.95;-4232.05691694;0;0
311;-4232.05691694;0;0
311.05;-4232.05691694;0;0
311.1;-4232.05691694;0;0
311.15;-4232.05691694;0;0
311.2;-4232.05691694;0;0
311.25;-4232.05691694;0;0
311.3;-4232.05691694;0;0
311.35;-4232.05691694;0;0
311.4;-4232.05691694;0;0
311.45;-4232.05691694;0;0
311.5;-4232.05691694;0;0
311.55;-4232.05691694;0;0
311.6;-4232.05691694;0;0
311.65;-4232.05691694;0;0
311.7;-4232.05691694;0;0
311.75;-4232.05691694;0;0
311.8;-4232.05691694;0;0
311.85;-4232.05691694;0;0
311.9;-4232.05691694;0;0
311.95;-4232.05691694;0;0
312;-4232.05691694;0;0
312.05;-4232.05691694;0;0
312.1;-4232.05691694;0;0
312.15;-4232.05691694;0;0
312.2;-4232.05691694;0;0
312.25;-4232.05691694;0;0
312.3;-4232.05691694;0;0
312.35;-4232.05691694;0;0
312.4;-4232.05691694;0;0
312.45;-4232.05691694;0;0
312.5;-4232.05691694;0;0
312.55;-4232.05691694;0;0
312.6;-4232.05691694;0;0
312.65;-4232.05691694;0;0
312.7;-4232.05691694;0;0
312.75;-4232.05691694;0;0
312.8;-4232.05691694;0;0
312.85;-4232.05691694;0;0
312.9;-4232.05691694;0;0
312.95;-4232.05691694;0;0
313;-4232.05691694;0;0
313.05;-4232.05691694;0;0
313.1;-4232.05691694;0;0
313.15;-4232.05691694;0;0
313.2;-4232.05691694;0;0
313.25;-4232.05691694;0;0
313.3;-4232.05691694;0;0
313.35;-4232.05691694;0;0
313.4;-4232.05691694;0;0
313.45;-4232.05691694;0;0
313.5;-4232.05691694;0;0
313.55;-4232.05691694;0;0
313.6;-4232.05691694;0;0
313.65;-4232.05691694;0;0
313.7;-4232.05691694;0;0
313.75;-4232.05691694;0;0
313.8;-4232.05691694;0;0
313.85;-4232.05691694;0;0
313.9;-4232.05691694;0;0
313.95;-4232.05691694;0;0
314;-4232.05691694;0;0
314.05;-4232.05691694;0;0
314.1;-4232.05691694;0;0
314.15;-4232.05691694;0;0
314.2;-4232.05691694;0;0
314.25;-4232.05691694;0;0
314.3;-4232.05691694;0;0
314.35;-4232.05691694;0;0
314.4;-4232.05691694;0;0
314.45;-4232.05691694;0;0
314.5;-4232.05691694;0;0
314.55;-4232.05691694;0;0
314.6;-4232.05691694;0;0
314.65;-4232.05691694;0;0
314.7;-4232.05691694;0;0
314.75;-4232.05691694;0;0
314.8;-4232.05691694;0;0
314.85;-4232.05691694;0;0
314.9;-4232.05691694;0;0
314.95;-4232.05691694;0;0
315;-4232.05691694;0;0
315.05;-4232.05691694;0;0
315.1;-4232.05691694;0;0
315.15;-4232.05691694;0;0
315.2;-4232.05691694;0;0
315.25;-4232.05691694;0;0
315.3;-4232.05691694;0;0
315.35;-4232.05691694;0;0
315.4;-4232.05691694;0;0
315.45;-4232.05691694;0;0
315.5;-4232.05691694;0;0
315.55;-4232.05691694;0;0
315.6;-4232.05691694;0;0
315.65;-4232.05691694;0;0
315.7;-4232.05691694;0;0
315.75;-4232.05691694;0;0
315.8;-4232.05691694;0;0
315.85;-4232.05691694;0;0
315.9;-4232.05691694;0;0
315.95;-4232.05691694;0;0
316;-4232.05691694;0;0
316.05;-4232.05691694;0;0
316.1;-4232.05691694;0;0
316.15;-4232.05691694;0;0
316.2;-4232.05691694;0;0
316.25;-4232.05691694;0;0
316.3;-4232.05691694;0;0
316.35;-4232.05691694;0;0
316.4;-4232.05691694;0;0
316.45;-4232.05691694;0;0
316.5;-4232.05691694;0;0
316.55;-4232.05691694;0;0
316.6;-4232.05691694;0;0
316.65;-4232.05691694;0;0
316.7;-4232.05691694;0;0
316.75;-4232.05691694;0;0
316.8;-4232.05691694;0;0
316.85;-4232.05691694;0;0
316.9;-4232.05691694;0;0
316.95;-4232.05691694;0;0
317;-4232.05691694;0;0
317.05;-4232.05691694;0;0
317.1;-4232.05691694;0;0
317.15;-4232.05691694;0;0
317.2;-4232.05691694;0;0
317.25;-4232.05691694;0;0
317.3;-4232.05691694;0;0
317.35;-4232.05691694;0;0
317.4;-4232.05691694;0;0
317.45;-4232.05691694;0;0
317.5;-4232.05691694;0;0
317.55;-4232.05691694;0;0
317.6;-4232.05691694;0;0
317.65;-4232.05691694;0;0
317.7;-4232.05691694;0;0
317.75;-4232.05691694;0;0
317.8;-4232.05691694;0;0
317.85;-4232.05691694;0;0
317.9;-4232.05691694;0;0
317.95;-4232.05691694;0;0
318;-4232.05691694;0;0
318.05;-4232.05691694;0;0
318.1;-4232.05691694;0;0
318.15;-4232.05691694;0;0
318.2;-4232.05691694;0;0
318.25;-4232.05691694;0;0
318.3;-4232.05691694;0;0
318.35;-4232.05691694;0;0
318.4;-4232.05691694;0;0
318.45;-4232.05691694;0;0
318.5;-4232.05691694;0;0
318.55;-4232.05691694;0;0
318.6;-4232.05691694;0;0
318.65;-4232.05691694;0;0
318.7;-4232.05691694;0;0
318.75;-4232.05691694;0;0
318.8;-4232.05691694;0;0
318.85;-4232.05691694;0;0
318.9;-4232.05691694;0;0
318.95;-4232.05691694;0;0
319;-4232.05691694;0;0
319.05;-4232.05691694;0;0
319.1;-4232.05691694;0;0
319.15;-4232.05691694;0;0
319.2;-4232.05691694;0;0
319.25;-4232.05691694;0;0
319.3;-4232.05691694;0;0
319.35;-4232.05691694;0;0
319.4;-4232.05691694;0;0
319.45;-4232.05691694;0;0
319.5;-4232.05691694;0;0
319.55;-4232.05691694;0;0
319.6;-4232.05691694;0;0
319.65;-4232.05691694;0;0
319.7;-4232.05691694;0;0
319.75;-4232.05691694;0;0
319.8;-4232.05691694;0;0
319.85;-4232.05691694;0;0
319.9;-4232.05691694;0;0
319.95;-4232.05691694;0;0
320;-4232.05691694;0;0
320.05;-4232.05691694;0;0
320.1;-4232.05691694;0;0
320.15;-4232.05691694;0;0
320.2;-4232.05691694;0;0
320.25;-4232.05691694;0;0
320.3;-4232.05691694;0;0
320.35;-4232.05691694;0;0
320.4;-4232.05691694;0;0
320.45;-4232.05691694;0;0
320.5;-4232.05691694;0;0
320.55;-4232.05691694;0;0
320.6;-4232.05691694;0;0
320.65;-4232.05691694;0;0
320.7;-4232.05691694;0;0
320.75;-4232.05691694;0;0
320.8;-4232.05691694;0;0
320.85;-4232.05691694;0;0
320.9;-4232.05691694;0;0
320.95;-4232.05691694;0;0
321;-4232.05691694;0;0
321.05;-4232.05691694;0;0
321.1;-4232.05691694;0;0
321.15;-4232.05691694;0;0
321.2;-4232.05691694;0;0
321.25;-4232.05691694;0;0
321.3;-4232.05691694;0;0
321.35;-4232.05691694;0;0
321.4;-4232.05691694;0;0
321.45;-4232.05691694;0;0
321.5;-4232.05691694;0;0
321.55;-4232.05691694;0;0
321.6;-4232.05691694;0;0
321.65;-4232.05691694;0;0
321.7;-4232.05691694;0;0
321.75;-4232.05691694;0;0
321.8;-4232.05691694;0;0
321.85;-4232.05691694;0;0
321.9;-4232.05691694;0;0
321.95;-4232.05691694;0;0
322;-4232.05691694;0;0
322.05;-4232.05691694;0;0
322.1;-4232.05691694;0;0
322.15;-4232.05691694;0;0
322.2;-4232.05691694;0;0
322.25;-4232.05691694;0;0
322.3;-4232.05691694;0;0
322.35;-4232.05691694;0;0
322.4;-4232.05691694;0;0
322.45;-4232.05691694;0;0
322.5;-4232.05691694;0;0
322.55;-4232.05691694;0;0
322.6;-4232.05691694;0;0
322.65;-4232.05691694;0;0
322.7;-4232.05691694;0;0
322.75;-4232.05691694;0;0
322.8;-4232.05691694;0;0
322.85;-4232.05691694;0;0
322.9;-4232.05691694;0;0
322.95;-4232.05691694;0;0
323;-4232.05691694;0;0
323.05;-4232.05691694;0;0
323.1;-4232.05691694;0;0
323.15;-4232.05691694;0;0
323.2;-4232.05691694;0;0
323.25;-4232.05691694;0;0
323.3;-4232.05691694;0;0
323.35;-4232.05691694;0;0
323.4;-4232.05691694;0;0
323.45;-4232.05691694;0;0
323.5;-4232.05691694;0;0
323.55;-4232.05691694;0;0
323.6;-4232.05691694;0;0
323.65;-4232.05691694;0;0
323.7;-4232.05691694;0;0
323.75;-4232.05691694;0;0
323.8;-4232.05691694;0;0
323.85;-4232.05691694;0;0
323.9;-4232.05691694;0;0
323.95;-4232.05691694;0;0
324;-4232.05691694;0;0
324.05;-4232.05691694;0;0
324.1;-4232.05691694;0;0
324.15;-4232.05691694;0;0
324.2;-4232.05691694;0;0
324.25;-4232.05691694;0;0
324.3;-4232.05691694;0;0
324.35;-4232.05691694;0;0
324.4;-4232.05691694;0;0
324.45;-4232.05691694;0;0
324.5;-4232.05691694;0;0
324.55;-4232.05691694;0;0
324.6;-4232.05691694;0;0
324.65;-4232.05691694;0;0
324.7;-4232.05691694;0;0
324.75;-4232.05691694;0;0
324.8;-4232.05691694;0;0
324.85;-4232.05691694;0;0
324.9;-4232.05691694;0;0
324.95;-4232.05691694;0;0
325;-4232.05691694;0;0
325.05;-4232.05691694;0;0
325.1;-4232.05691694;0;0
325.15;-4232.05691694;0;0
325.2;-4232.05691694;0;0
325.25;-4232.05691694;0;0
325.3;-4232.05691694;0;0
325.35;-4232.05691694;0;0
325.4;-4232.05691694;0;0
325.45;-4232.05691694;0;0
325.5;-4232.05691694;0;0
325.55;-4232.05691694;0;0
325.6;-4232.05691694;0;0
325.65;-4232.05691694;0;0
325.7;-4232.05691694;0;0
325.75;-4232.05691694;0;0
325.8;-4232.05691694;0;0
325.85;-4232.05691694;0;0
325.9;-4232.05691694;0;0
325.95;-4232.05691694;0;0
326;-4232.05691694;0;0
326.05;-4232.05691694;0;0
326.1;-4232.05691694;0;0
326.15;-4232.05691694;0;0
326.2;-4232.05691694;0;0
326.25;-4232.05691694;0;0
326.3;-4232.05691694;0;0
326.35;-4232.05691694;0;0
326.4;-4232.05691694;0;0
326.45;-4232.05691694;0;0
326.5;-4232.05691694;0;0
326.55;-4232.05691694;0;0
326.6;-4232.05691694;0;0
326.65;-4232.05691694;0;0
326.7;-4232.05691694;0;0
326.75;-4232.05691694;0;0
326.8;-4232.05691694;0;0
326.85;-4232.05691694;0;0
326.9;-4232.05691694;0;0
326.95;-4232.05691694;0;0
327;-4232.05691694;0;0
327.05;-4232.05691694;0;0
327.1;-4232.05691694;0;0
327.15;-4232.05691694;0;0
327.2;-4232.05691694;0;0
327.25;-4232.05691694;0;0
327.3;-4232.05691694;0;0
327.35;-4232.05691694;0;0
327.4;-4232.05691694;0;0
327.45;-4232.05691694;0;0
327.5;-4232.05691694;0;0
327.55;-4232.05691694;0;0
327.6;-4232.05691694;0;0
327.65;-4232.05691694;0;0
327.7;-4232.05691694;0;0
327.75;-4232.05691694;0;0
327.8;-4232.05691694;0;0
327.85;-4232.05691694;0;0
327.9;-4232.05691694;0;0
327.95;-4232.05691694;0;0
328;-4232.05691694;0;0
328.05;-4232.05691694;0;0
328.1;-4232.05691694;0;0
328.15;-4232.05691694;0;0
328.2;-4232.05691694;0;0
328.25;-4232.05691694;0;0
328.3;-4232.05691694;0;0
328.35;-4232.05691694;0;0
328.4;-4232.05691694;0;0
328.45;-4232.05691694;0;0
328.5;-4232.05691694;0;0
328.55;-4232.05691694;0;0
328.6;-4232.05691694;0;0
328.65;-4232.05691694;0;0
328.7;-4232.05691694;0;0
328.75;-4232.05691694;0;0
328.8;-4232.05691694;0;0
328.85;-4232.05691694;0;0
328.9;-4232.05691694;0;0
328.95;-4232.05691694;0;0
329;-4232.05691694;0;0
329.05;-4232.05691694;0;0
329.1;-4232.05691694;0;0
329.15;-4232.05691694;0;0
329.2;-4232.05691694;0;0
329.25;-4232.05691694;0;0
329.3;-4232.05691694;0;0
329.35;-4232.05691694;0;0
329.4;-4232.05691694;0;0
329.45;-4232.05691694;0;0
329.5;-4232.05691694;0;0
329.55;-4232.05691694;0;0
329.6;-4232.05691694;0;0
329.65;-4232.05691694;0;0
329.7;-4232.05691694;0;0
329.75;-4232.05691694;0;0
329.8;-4232.05691694;0;0
329.85;-4232.05691694;0;0
329.9;-4232.05691694;0;0
329.95;-4232.05691694;0;0
330;-4232.05691694;0;0
330.05;-4232.05691694;0;0
330.1;-4232.05691694;0;0
330.15;-4232.05691694;0;0
330.2;-4232.05691694;0;0
330.25;-4232.05691694;0;0
330.3;-4232.05691694;0;0
330.35;-4232.05691694;0;0
330.4;-4232.05691694;0;0
330.45;-4232.05691694;0;0
330.5;-4232.05691694;0;0
330.55;-4232.05691694;0;0
330.6;-4232.05691694;0;0
330.65;-4232.05691694;0;0
330.7;-4232.05691694;0;0
330.75;-4232.05691694;0;0
330.8;-4232.05691694;0;0
330.85;-4232.05691694;0;0
330.9;-4232.05691694;0;0
330.95;-4232.05691694;0;0
331;-4232.05691694;0;0
331.05;-4232.05691694;0;0
331.1;-4232.05691694;0;0
331.15;-4232.05691694;0;0
331.2;-4232.05691694;0;0
331.25;-4232.05691694;0;0
331.3;-4232.05691694;0;0
331.35;-4232.05691694;0;0
331.4;-4232.05691694;0;0
331.45;-4232.05691694;0;0
331.5;-4232.05691694;0;0
331.55;-4232.05691694;0;0
331.6;-4232.05691694;0;0
331.65;-4232.05691694;0;0
331.7;-4232.05691694;0;0
331.75;-4232.05691694;0;0
331.8;-4232.05691694;0;0
331.85;-4232.05691694;0;0
331.9;-4232.05691694;0;0
331.95;-4232.05691694;0;0
332;-4232.05691694;0;0
332.05;-4232.05691694;0;0
332.1;-4232.05691694;0;0
332.15;-4232.05691694;0;0
332.2;-4232.05691694;0;0
332.25;-4232.05691694;0;0
332.3;-4232.05691694;0;0
332.35;-4232.05691694;0;0
332.4;-4232.05691694;0;0
332.45;-4232.05691694;0;0
332.5;-4232.05691694;0;0
332.55;-4232.05691694;0;0
332.6;-4232.05691694;0;0
332.65;-4232.05691694;0;0
332.7;-4232.05691694;0;0
332.75;-4232.05691694;0;0
332.8;-4232.05691694;0;0
332.85;-4232.05691694;0;0
332.9;-4232.05691694;0;0
332.95;-4232.05691694;0;0
333;-4232.05691694;0;0
333.05;-4232.05691694;0;0
333.1;-4232.05691694;0;0
333.15;-4232.05691694;0;0
333.2;-4232.05691694;0;0
333.25;-4232.05691694;0;0
333.3;-4232.05691694;0;0
333.35;-4232.05691694;0;0
333.4;-4232.05691694;0;0
333.45;-4232.05691694;0;0
333.5;-4232.05691694;0;0
333.55;-4232.05691694;0;0
333.6;-4232.05691694;0;0
333.65;-4232.05691694;0;0
333.7;-4232.05691694;0;0
333.75;-4232.05691694;0;0
333.8;-4232.05691694;0;0
333.85;-4232.05691694;0;0
333.9;-4232.05691694;0;0
333.95;-4232.05691694;0;0
334;-4232.05691694;0;0
334.05;-4232.05691694;0;0
334.1;-4232.05691694;0;0
334.15;-4232.05691694;0;0
334.2;-4232.05691694;0;0
334.25;-4232.05691694;0;0
334.3;-4232.05691694;0;0
334.35;-4232.05691694;0;0
334.4;-4232.05691694;0;0
334.45;-4232.05691694;0;0
334.5;-4232.05691694;0;0
334.55;-4232.05691694;0;0
334.6;-4232.05691694;0;0
334.65;-4232.05691694;0;0
334.7;-4232.05691694;0;0
334.75;-4232.05691694;0;0
334.8;-4232.05691694;0;0
334.85;-4232.05691694;0;0
334.9;-4232.05691694;0;0
334.95;-4232.05691694;0;0
335;-4232.05691694;0;0
335.05;-4232.05691694;0;0
335.1;-4232.05691694;0;0
335.15;-4232.05691694;0;0
335.2;-4232.05691694;0;0
335.25;-4232.05691694;0;0
335.3;-4232.05691694;0;0
335.35;-4232.05691694;0;0
335.4;-4232.05691694;0;0
335.45;-4232.05691694;0;0
335.5;-4232.05691694;0;0
335.55;-4232.05691694;0;0
335.6;-4232.05691694;0;0
335.65;-4232.05691694;0;0
335.7;-4232.05691694;0;0
335.75;-4232.05691694;0;0
335.8;-4232.05691694;0;0
335.85;-4232.05691694;0;0
335.9;-4232.05691694;0;0
335.95;-4232.05691694;0;0
336;-4232.05691694;0;0
336.05;-4232.05691694;0;0
336.1;-4232.05691694;0;0
336.15;-4232.05691694;0;0
336.2;-4232.05691694;0;0
336.25;-4232.05691694;0;0
336.3;-4232.05691694;0;0
336.35;-4232.05691694;0;0
336.4;-4232.05691694;0;0
336.45;-4232.05691694;0;0
336.5;-4232.05691694;0;0
336.55;-4232.05691694;0;0
336.6;-4232.05691694;0;0
336.65;-4232.05691694;0;0
336.7;-4232.05691694;0;0
336.75;-4232.05691694;0;0
336.8;-4232.05691694;0;0
336.85;-4232.05691694;0;0
336.9;-4232.05691694;0;0
336.95;-4232.05691694;0;0
337;-4232.05691694;0;0
337.05;-4232.05691694;0;0
337.1;-4232.05691694;0;0
337.15;-4232.05691694;0;0
337.2;-4232.05691694;0;0
337.25;-4232.05691694;0;0
337.3;-4232.05691694;0;0
337.35;-4232.05691694;0;0
337.4;-4232.05691694;0;0
337.45;-4232.05691694;0;0
337.5;-4232.05691694;0;0
337.55;-4232.05691694;0;0
337.6;-4232.05691694;0;0
337.65;-4232.05691694;0;0
337.7;-4232.05691694;0;0
337.75;-4232.05691694;0;0
337.8;-4232.05691694;0;0
337.85;-4232.05691694;0;0
337.9;-4232.05691694;0;0
337.95;-4232.05691694;0;0
338;-4232.05691694;0;0
338.05;-4232.05691694;0;0
338.1;-4232.05691694;0;0
338.15;-4232.05691694;0;0
338.2;-4232.05691694;0;0
338.25;-4232.05691694;0;0
338.3;-4232.05691694;0;0
338.35;-4232.05691694;0;0
338.4;-4232.05691694;0;0
338.45;-4232.05691694;0;0
338.5;-4232.05691694;0;0
338.55;-4232.05691694;0;0
338.6;-4232.05691694;0;0
338.65;-4232.05691694;0;0
338.7;-4232.05691694;0;0
338.75;-4232.05691694;0;0
338.8;-4232.05691694;0;0
338.85;-4232.05691694;0;0
338.9;-4232.05691694;0;0
338.95;-4232.05691694;0;0
339;-4232.05691694;0;0
339.05;-4232.05691694;0;0
339.1;-4232.05691694;0;0
339.15;-4232.05691694;0;0
339.2;-4232.05691694;0;0
339.25;-4232.05691694;0;0
339.3;-4232.05691694;0;0
339.35;-4232.05691694;0;0
339.4;-4232.05691694;0;0
