"Новый: Время (с)";"Новый: Угол (rad)";"Новый: Скорость (rad/с)";"Новый: Ускорение (rad/с²)"
157.35;-3395.57296634;-13.2160209833;0.52252133643
157.4;-3396.23619146;-13.1384507611;0.350143555576
157.45;-3396.88196328;-13.1384507167;-0.484813629613
157.5;-3397.54518839;-13.2257172111;-0.635644990745
157.55;-3398.20841351;-13.2451098056;0.00538665120626
157.6;-3398.87163863;-13.2257172278;0.667965617267
157.65;-3399.53486374;-13.1384507667;0.641031496929
157.7;-3400.18063557;-13.1287544889;0.0161605401489
157.75;-3400.84386068;-13.1869321222;0.183151845679
157.8;-3401.5070858;-13.1190582167;0.490200515406
157.85;-3402.15285762;-13.0996656667;0.145444249983
157.9;-3402.81608274;-13.0996656556;-0.323208879616
157.95;-3403.46185456;-13.1287544389;-0.781088780834
158;-3404.12507967;-13.2160209389;-0.484814169741
158.05;-3404.78830479;-13.2160209889;0.490200262331
158.1;-3405.45152991;-13.1287545056;0.813409783926
158.15;-3406.09730173;-13.0996656722;0.474040327149
158.2;-3406.76052685;-13.0899693833;0.183152172858
158.25;-3407.40629867;-13.0899693444;0.0377077438435
158.3;-3408.06952378;-13.0899693833;0.00538654011664
158.35;-3408.71529561;-13.0899693944;-1.82116935853E-007
158.4;-3409.37852072;-13.0899694;-6.79087699653E-008
158.45;-3410.02429255;-13.0899694;6.79222159998E-008
158.5;-3410.68751766;-13.0899693944;0.00538700001451
158.55;-3411.33328949;-13.0899693833;0.032321188259
158.6;-3411.9965146;-13.0899693444;0.150830901215
158.65;-3412.64228642;-13.0802731111;0.328595611107
158.7;-3413.30551154;-13.0608805778;0.522521154346
158.75;-3413.95128336;-12.9930066778;0.150830833351
158.8;-3414.59705519;-13.0511843111;-0.166991287048
158.85;-3415.2602803;-13.0511843056;0.166991537016
158.9;-3415.90605213;-12.9930066611;-0.145443802481
158.95;-3416.55182395;-13.0608805278;-0.484813608004
159;-3417.21504906;-13.0802731111;-0.140057527759
159.05;-3417.86082089;-13.0802731222;0.355529882708
159.1;-3418.524046;-13.0511843056;0.931919595661
159.15;-3419.16981783;-12.9542215722;0.813409765423
159.2;-3419.81558965;-12.9348289889;0.0377077253303
159.25;-3420.46136147;-12.9542215722;-0.630257956773
159.3;-3421.1071333;-13.0414880333;-0.490200527788
159.35;-3421.77035841;-13.0414880333;0.312435540103
159.4;-3422.41613024;-12.9639178444;0.339369808632
159.45;-3423.06190206;-12.9639178056;-0.339369444425
159.5;-3423.70767388;-13.0414880167;-0.307048712946
159.55;-3424.370899;-13.0414880167;0.527908268509
159.6;-3425.01667082;-12.9542215333;0.81879632097
159.65;-3425.66244264;-12.92513275;0.474039864192
159.7;-3426.30821447;-12.9154364778;0.183151919774
159.75;-3426.95398629;-12.9154364444;0.0377077253252
159.8;-3427.59975811;-12.9154364778;0.00538670678169
159.85;-3428.24552994;-12.9154364778;1.1108975764E-007
159.9;-3428.89130176;-12.9154364444;-9.14922458782E-012
159.95;-3429.53707358;-12.9154364778;-1.1109216559E-007
160;-3430.18284541;-12.9154364778;1.1111878035E-007
160.05;-3430.82861723;-12.9154364444;-1.8471150535E-011
160.1;-3431.47438905;-12.9154364778;-1.11121700483E-007
160.15;-3432.12016088;-12.9154364778;1.11126326906E-007
160.2;-3432.7659327;-12.9154364444;2.61844866777E-011
160.25;-3433.41170452;-12.9154364778;-1.11109936067E-007
160.3;-3434.05747635;-12.9154364778;1.1108375158E-007
160.35;-3434.70324817;-12.9154364444;0.00538681788486
160.4;-3435.34901999;-12.9154364778;0.0377076142106
160.45;-3435.99479182;-12.9154364778;0.183151922857
160.5;-3436.64056364;-12.9057401722;0.474039993819
160.55;-3437.28633546;-12.8766513889;0.818796293195
160.6;-3437.93210729;-12.7893849333;0.527908435193
160.65;-3438.56042582;-12.7893848889;-0.307048404304
160.7;-3439.20619764;-12.8669550667;-0.339369722212
160.75;-3439.85196946;-12.8669551111;0.339369330233
160.8;-3440.49774129;-12.7893849333;0.31243563578
160.85;-3441.12605982;-12.7893848889;-0.490200231477
160.9;-3441.77183164;-12.8766513389;-0.635644709856
160.95;-3442.41760346;-12.8960439278;0.0053866203821
161;-3443.06337529;-12.8766513833;0.667965617267
161.05;-3443.70914711;-12.7893848889;0.641031527755
161.1;-3444.33746564;-12.7796886167;0.0161602561795
161.15;-3444.98323746;-12.8378662944;0.183151611126
161.2;-3445.62900929;-12.7699923889;0.495587444444
161.25;-3446.25732782;-12.7505998;0.177765188261
161.3;-3446.90309964;-12.7505998;-0.177765188271
161.35;-3447.53141817;-12.7699923889;-0.490200626537
161.4;-3448.17719;-12.8378662944;-0.140057067909
161.45;-3448.82296182;-12.7796886167;0.199312459876
161.5;-3449.45128035;-12.7796886167;-0.0161606481371
161.55;-3450.09705217;-12.8281700222;0.474039799385
161.6;-3450.742824;-12.7409035722;1.01272206789
161.65;-3451.37114253;-12.6536370722;0.328596358016
161.7;-3451.99946106;-12.7118146889;-0.339369277759
161.75;-3452.64523288;-12.7312072278;-0.290888166651
161.8;-3453.27355141;-12.7409035056;-0.145444333341
161.85;-3453.91932323;-12.7409035222;-0.0323213734721
161.9;-3454.54764176;-12.7409035722;-0.00538712037638
161.95;-3455.19341359;-12.7409035722;0.00538699384296
162;-3455.82173212;-12.7409035278;0.0377079197598
162.05;-3456.46750394;-12.7409035278;0.183151614181
162.1;-3457.09582247;-12.7312073;0.47403979937
162.15;-3457.7415943;-12.7021184833;0.818796623461
162.2;-3458.36991283;-12.6148519833;0.522521802475
162.25;-3458.99823136;-12.6148519667;-0.339369277783
162.3;-3459.62654989;-12.6924221389;-0.484813611109
162.35;-3460.27232171;-12.7021184167;0.0484811111202
162.4;-3460.90064024;-12.6439408;-0.0323213703707
162.45;-3461.52895877;-12.7021184833;-0.199312543206
162.5;-3462.1747306;-12.7021184833;0.19931254322
162.55;-3462.80304913;-12.6439408;0.0377081913603
162.6;-3463.43136766;-12.7021184167;-0.010773364204
162.65;-3464.07713948;-12.6924221389;0.673352339494
162.7;-3464.70545801;-12.6051556889;0.845730410493
162.75;-3465.33377654;-12.5760668722;0.44171896606
162.8;-3465.96209507;-12.5663706056;-2.71602745233E-007
162.85;-3466.5904136;-12.5760668944;-0.436332716059
162.9;-3467.21873213;-12.6051557611;-0.808022966058
162.95;-3467.84705067;-12.6924222111;-0.490200148142
163;-3468.49282249;-12.6924221611;0.490200895058
163.05;-3469.12114102;-12.6051556944;0.81340977468
163.1;-3469.74945955;-12.5760668722;0.474040080256
163.15;-3470.37777808;-12.5663706;0.183151830261
163.2;-3471.00609661;-12.5663706;0.0377077253093
163.25;-3471.63441514;-12.5663706;0.00538679628756
163.3;-3472.26273367;-12.5663706;-1.04937536191E-007
163.35;-3472.8910522;-12.5663706056;-2.71596605946E-007
163.4;-3473.51937073;-12.5663706222;-4.6604991471E-007
163.45;-3474.14768926;-12.5663706722;0.0053865370404
163.5;-3474.7760078;-12.5663706722;0.037708006179
163.55;-3475.40432633;-12.5663706222;0.183152274686
163.6;-3476.03264486;-12.5566743333;0.474040246899
163.65;-3476.66096339;-12.5275855111;0.813409608017
163.7;-3477.28928192;-12.4403190611;0.490200450629
163.75;-3477.90014716;-12.4403190611;-0.490200425927
163.8;-3478.52846569;-12.5275855111;-0.813409503099
163.85;-3479.15678422;-12.5566743278;-0.468653157399
163.9;-3479.78510275;-12.5663706;-0.14544408332
163.95;-3480.41342128;-12.5663706;0.145444083334
164;-3481.04173981;-12.5566743278;0.474039975301
164.05;-3481.67005834;-12.5275855111;0.851117228397
164.1;-3482.29837687;-12.4403190611;0.673352237662
164.15;-3482.90924211;-12.4306227889;-0.0107736358089
164.2;-3483.53756064;-12.4888004222;0.0377077253052
164.25;-3484.16587917;-12.4306227889;0.199312262348
164.3;-3484.77674441;-12.4306227889;-0.199312262356
164.35;-3485.40506294;-12.4888004222;-0.0323209074124
164.4;-3486.03338147;-12.4306227889;0.0484813611276
164.45;-3486.64424671;-12.4403190611;-0.484813611093
164.5;-3487.27256524;-12.5178892389;-0.333982709887
164.55;-3487.90088377;-12.5178892389;0.554842243807
164.6;-3488.5292023;-12.4306227889;0.964240404322
164.65;-3489.14006754;-12.3918377;0.764928141981
164.7;-3489.76838607;-12.3627488833;0.522521336429
164.75;-3490.37925131;-12.30457125;-0.285501348753
164.8;-3490.99011655;-12.3918377;-0.975014040126
164.85;-3491.61843508;-12.47910415;-0.323209071002
164.9;-3492.24675361;-12.4209265167;0.344756367275
164.95;-3492.85761885;-12.4015339722;0.323209179023
165;-3493.48593738;-12.3918376944;0.296275256171
165.05;-3494.09680262;-12.3821414056;0.360917265418
165.1;-3494.72512115;-12.3627488111;0.527908435193
165.15;-3495.33598638;-12.2948749056;0.150830620387
165.2;-3495.94685162;-12.3530525889;-0.166991820984
165.25;-3496.57517015;-12.3530526056;0.166991083324
165.3;-3497.18603539;-12.2948749778;-0.145444188279
165.35;-3497.79690063;-12.3627488833;-0.490200450623
165.4;-3498.42521916;-12.3821414278;-0.177764990743
165.45;-3499.0360844;-12.3821414278;0.17776501236
165.5;-3499.66440293;-12.3627488833;0.495587351853
165.55;-3500.27526817;-12.2948749722;0.183152080234
165.6;-3500.88613341;-12.3530525889;0.0215477376587
165.65;-3501.51445194;-12.3433562667;0.673352518531
165.7;-3502.12531717;-12.2560898167;0.813409222227
165.75;-3502.73618241;-12.22700105;0.296274521598
165.8;-3503.34704765;-12.2270010667;-0.290888416673
165.85;-3503.95791289;-12.2560898889;-0.781088595685
165.9;-3504.56877813;-12.3433563333;-0.522521086422
165.95;-3505.19709666;-12.3433563167;0.312435901252
166;-3505.8079619;-12.2657860889;0.377077533957
166.05;-3506.41882713;-12.2657860889;-0.156217996934
166.1;-3507.02969237;-12.3336600444;0.161604092574
166.15;-3507.6580109;-12.3045712444;1.30360976543
166.2;-3508.26887614;-12.1300383444;1.12584510804
166.25;-3508.86228809;-12.1106457833;-0.490199984554
166.3;-3509.47315333;-12.2173047278;-1.44366691976
166.35;-3510.08401856;-12.3336599944;-0.926532959888
166.4;-3510.71233709;-12.3433563167;0.312434975305
166.45;-3511.32320233;-12.2560898833;0.775701527793
166.5;-3511.93406757;-12.2270010722;0.47403997531
166.55;-3512.54493281;-12.2173047944;0.220859783938
166.6;-3513.15579805;-12.2173047778;0.220860000005
166.65;-3513.76666329;-12.2076084556;0.47942709569
166.7;-3514.37752852;-12.1785196389;0.813409327164
166.75;-3514.98839376;-12.0912532333;0.490200234558
166.8;-3515.58180571;-12.0912532333;-0.490200234579
166.85;-3516.19267095;-12.1785196389;-0.813409324083
166.9;-3516.80353618;-12.2076084556;-0.468653438272
166.95;-3517.41440142;-12.2173047778;-0.145444447513
167;-3518.02526666;-12.2173047889;0.150830904321
167.05;-3518.6361319;-12.2076085056;0.506361265415
167.1;-3519.24699714;-12.1785196389;0.996561675927
167.15;-3519.85786237;-12.0815569111;0.964240391982
167.2;-3520.45127432;-12.0524681278;0.328595895067
167.25;-3521.06213956;-12.0524680944;-0.285501317897
167.3;-3521.6555515;-12.0815569167;-0.781088876551
167.35;-3522.26641674;-12.1688234111;-0.522521552477
167.4;-3522.87728198;-12.1688234111;0.307048814822
167.45;-3523.48814722;-12.0912531889;0.339369725317
167.5;-3524.08155916;-12.0912531889;-0.339369725312
167.55;-3524.6924244;-12.1688234111;-0.307048817904
167.6;-3525.30328964;-12.1688234111;0.527908351848
167.65;-3525.91415488;-12.0815569167;0.818796518517
167.7;-3526.50756682;-12.0524681;0.474039777795
167.75;-3527.11843206;-12.0427718722;0.1831516142
167.8;-3527.71184401;-12.0427718722;0.0323211234406
167.85;-3528.32270925;-12.0427718278;-0.0269338086433
167.9;-3528.91612119;-12.0427718222;-0.150830932095
167.95;-3529.52698643;-12.0524681278;-0.323209074071
168;-3530.12039838;-12.0718606389;-0.484813580243
168.05;-3530.73126361;-12.13973455;0.0323206265373
168.1;-3531.34212885;-12.0718606889;0.64103111728
168.15;-3531.9355408;-12.0427718722;0.65180517902
168.2;-3532.54640604;-12.0136830111;0.673352518526
168.25;-3533.13981798;-11.9458091;0.18315178086
168.3;-3533.73322993;-12.0039867667;-0.161604518523
168.35;-3534.34409517;-12.0039867333;0.166991469132
168.4;-3534.93750711;-11.9458091;-0.150831012347
168.45;-3535.53091906;-12.0136830389;-0.522521336407
168.5;-3536.1417843;-12.03307555;-0.323208959879
168.55;-3536.73519624;-12.0427718222;-0.113123268532
168.6;-3537.34606148;-12.0427718556;0.15621780247
168.65;-3537.93947343;-12.0330755444;0.506361163582
168.7;-3538.55033866;-12.0039867167;0.996561413586
168.75;-3539.14375061;-11.9070239944;0.964240302477
168.8;-3539.73716255;-11.8779351889;0.328595611102
168.85;-3540.3305745;-11.8779352278;-0.290888250016
168.9;-3540.92398645;-11.9070240111;-0.813409410498
168.95;-3541.51739839;-11.9942904611;-0.667965533938
169;-3542.12826363;-12.0039867667;0.0161604537165
169.05;-3542.72167558;-11.9458091;1.14191139507E-007
169.1;-3543.31508752;-12.0039867333;-0.016160546303
169.15;-3543.92595276;-11.9942904944;0.673352324084
169.2;-3544.51936471;-11.9070240056;0.851117527786
169.25;-3545.11277665;-11.8779351778;0.479426981476
169.3;-3545.7061886;-11.8682389;0.183151895058
169.35;-3546.29960054;-11.8682389;0.0377077407374
169.4;-3546.89301249;-11.8682389;-1.54336602757E-008
169.45;-3547.48642443;-11.8682389;-0.0377078117137
169.5;-3548.07983638;-11.8682389056;-0.183151996912
169.55;-3548.67324832;-11.8779351889;-0.468653456802
169.6;-3549.26666027;-11.9070240444;-0.775701861112
169.65;-3549.86007222;-11.9942904611;-0.307048506175
169.7;-3550.47093745;-11.9845941889;0.964240391974
169.75;-3551.0643494;-11.86823895;1.62681925926
169.8;-3551.65776135;-11.7518836333;0.964240898141
169.85;-3552.23372;-11.7421873167;-0.307048617275
169.9;-3552.82713194;-11.8294538111;-0.775702253077
169.95;-3553.42054389;-11.8585426778;-0.468653324069
170;-3554.01395584;-11.8682389167;-0.183151611109
170.05;-3554.60736778;-11.8682389056;-0.0323207407514
170.1;-3555.20077973;-11.8682389;0.0323209907314
170.15;-3555.79419167;-11.8682389;0.183151827168
170.2;-3556.38760362;-11.8585426278;0.479426796303
170.25;-3556.98101556;-11.8294538111;0.851117228385
170.3;-3557.57442751;-11.7421873611;0.673352237643
170.35;-3558.15038616;-11.7324910889;-0.0161604537025
170.4;-3558.74379811;-11.7906687222;0.00538681791732
170.45;-3559.33721005;-11.7324910889;0.053868179025
170.5;-3559.91316871;-11.7421873611;-0.490200429018
170.55;-3560.50658065;-11.8197575389;-0.377077256178
170.6;-3561.0999926;-11.8197575389;0.339369509253
170.65;-3561.69340454;-11.7421873611;0.344756262338
170.7;-3562.2693632;-11.7421873667;-0.339369694439
170.75;-3562.86277514;-11.8197575556;-0.307048814809
170.8;-3563.45618709;-11.8197575889;0.52790833951
170.85;-3564.04959904;-11.7324910889;0.818796882713
170.9;-3564.62555769;-11.7034022222;0.474040163579
170.95;-3565.21896963;-11.6937059833;0.183151632732
171;-3565.79492829;-11.6937059944;0.0323208240713
171.05;-3566.38834023;-11.6937059944;-0.0269340061953
171.1;-3566.96429889;-11.6937059833;-0.150830722232
171.15;-3567.55771083;-11.7034022222;-0.323209243818
171.2;-3568.13366948;-11.7227948167;-0.484814086395
171.25;-3568.72708143;-11.7906687667;0.0323209074075
171.3;-3569.32049338;-11.7227948167;0.641031805532
171.35;-3569.89645203;-11.69370595;0.651805135795
171.4;-3570.48986397;-11.6646171667;0.673352058654
171.45;-3571.06582263;-11.5967432722;0.183151728417
171.5;-3571.64178128;-11.6549209056;-0.161604435187
171.55;-3572.23519323;-11.6549208944;0.166991617261
171.6;-3572.81115188;-11.5967432222;-0.150830904329
171.65;-3573.38711053;-11.6646171667;-0.522521617275
171.7;-3573.98052248;-11.6840097222;-0.32320925615
171.75;-3574.55648113;-11.693706;-0.113123243823
171.8;-3575.14989308;-11.693706;0.156217787024
171.85;-3575.72585173;-11.6840097222;0.500974250001
171.9;-3576.31926368;-11.6549208944;0.964240703703
171.95;-3576.89522233;-11.5579581333;0.818796407405
172;-3577.47118098;-11.5385656222;0.0323208117249
172.05;-3578.04713964;-11.5579581667;-0.66257850618
172.1;-3578.62309829;-11.6452245833;-0.635644595671
172.15;-3579.21651023;-11.6549208944;0.0215469907469
172.2;-3579.79246889;-11.5967432722;-1.01854830742E-007
172.25;-3580.36842754;-11.6549209056;-0.0161603518612
172.3;-3580.96183949;-11.6452246222;0.673352518506
172.35;-3581.53779814;-11.5579581333;0.85111731173
172.4;-3582.11375679;-11.52886935;0.479426700631
172.45;-3582.68971545;-11.5191730778;0.183151922861
172.5;-3583.2656741;-11.5191730444;0.0323209074114
172.55;-3583.84163275;-11.5191730778;-0.0323210185304
172.6;-3584.41759141;-11.5191730778;-0.183151697531
172.65;-3584.99355006;-11.5288693167;-0.47403997531
172.7;-3585.56950871;-11.5579581667;-0.813409614203
172.75;-3586.14546737;-11.6452246167;-0.490200317908
172.8;-3586.73887931;-11.6452245833;0.49020042901
172.85;-3587.31483796;-11.5579581667;0.818796209889
172.9;-3587.89079662;-11.52886935;0.511747814818
172.95;-3588.46675527;-11.5191730444;0.3663036358
173;-3589.04271392;-11.5094768056;0.511747672837
173.05;-3589.61867258;-11.4803879833;0.818796601847
173.1;-3590.19463123;-11.3931214889;0.490200641983
173.15;-3590.75313659;-11.3931214889;-0.490200641971
173.2;-3591.32909524;-11.4803879833;-0.813409783954
173.25;-3591.9050539;-11.5094768056;-0.474039947541
173.3;-3592.48101255;-11.5191730444;-0.177765009272
173.35;-3593.0569712;-11.5191730778;-1.14200250244E-007
173.4;-3593.63292986;-11.5191730778;0.183151922843
173.45;-3594.20888851;-11.5094767722;0.511747722236
173.5;-3594.78484716;-11.4803879889;0.99656130248
173.55;-3595.36080582;-11.3834252611;0.964240768522
173.6;-3595.91931118;-11.3543363944;0.328596274685
173.65;-3596.49526983;-11.3543363833;-0.285501345689
173.7;-3597.05377519;-11.3834252111;-0.781088959871
173.75;-3597.62973384;-11.4706917111;-0.522521617278
173.8;-3598.2056925;-11.4706917111;0.307048799385
173.85;-3598.78165115;-11.3931214889;0.339369722218
173.9;-3599.34015651;-11.3931214889;-0.33936972223
173.95;-3599.91611516;-11.4706917111;-0.307048799378
174;-3600.49207382;-11.4706917111;0.527908435188
174.05;-3601.06803247;-11.3834252111;0.818796685187
174.1;-3601.62653783;-11.3543363833;0.474039975307
174.15;-3602.20249648;-11.3446401222;0.183151444439
174.2;-3602.76100184;-11.3446401722;0.0323206265463
174.25;-3603.3369605;-11.3446401722;-0.0269339104997
174.3;-3603.89546586;-11.3446401278;-0.150830706802
174.35;-3604.47142451;-11.3543364;-0.32320926852
174.4;-3605.02992987;-11.3737289889;-0.490200608017
174.45;-3605.60588853;-11.4416028944;2.80878092143E-007
174.5;-3606.18184718;-11.3737289389;0.495587611121
174.55;-3606.74035254;-11.3543363833;0.355529981474
174.6;-3607.31631119;-11.3446401222;0.301661441347
174.65;-3607.87481655;-11.3349439;0.360916540122
174.7;-3608.45077521;-11.3155513556;0.527908438275
174.75;-3609.00928057;-11.2476774;0.150831364196
174.8;-3609.56778593;-11.3058550167;-0.166991104941
174.85;-3610.14374458;-11.3058550111;0.166991354948
174.9;-3610.70224994;-11.2476773833;-0.145444333328
174.95;-3611.2607553;-11.3155513056;-0.490200891976
175;-3611.83671395;-11.3349439;-0.177765271611
175.05;-3612.39521932;-11.3349439;0.177765271591
175.1;-3612.97117797;-11.3155513056;0.495587712959
175.15;-3613.52968333;-11.2476773833;0.18315207717
175.2;-3614.08818869;-11.3058550111;0.0215473549586
175.25;-3614.66414734;-11.2961587389;0.673352154324
175.3;-3615.2226527;-11.2088922944;0.813409234552
175.35;-3615.78115806;-11.1798034944;0.296274518513
175.4;-3616.33966342;-11.1798035444;-0.29088844753
175.45;-3616.89816879;-11.2088923611;-0.781088314812
175.5;-3617.45667415;-11.2961587611;-0.522520870376
175.55;-3618.0326328;-11.2961587444;0.307048888882
175.6;-3618.59113816;-11.2185885611;0.339369611116
175.65;-3619.14964352;-11.2185885611;-0.339369611099
175.7;-3619.70814888;-11.2961587444;-0.307048888886
175.75;-3620.28410753;-11.2961587611;0.527907688256
175.8;-3620.84261289;-11.2088923611;0.81879604012
175.85;-3621.40111826;-11.1798035444;0.47404025619
175.9;-3621.95962362;-11.1701072222;0.183152274698
175.95;-3622.51812898;-11.1701072056;0.0377079969102
176;-3623.07663434;-11.1701072;0.00538692283083
176.05;-3623.6351397;-11.1701072;2.15925933923E-008
176.1;-3624.19364506;-11.1701072;3.08256037979E-009
176.15;-3624.75215042;-11.1701072;3.827062124E-012
176.2;-3625.31065578;-11.1701072;0.00538681791351
176.25;-3625.86916114;-11.1701072;0.0377077253172
176.3;-3626.4276665;-11.1701072;0.183151808647
176.35;-3626.98617186;-11.1604109278;0.474039975307
176.4;-3627.54467722;-11.1313221111;0.813409503079
176.45;-3628.10318258;-11.0440556611;0.490200429014
176.5;-3628.64423465;-11.0440556611;-0.490200432104
176.55;-3629.20274001;-11.1313221111;-0.813409524702
176.6;-3629.76124537;-11.1604109278;-0.468653259263
176.65;-3630.31975073;-11.1701072056;-0.145444333328
176.7;-3630.87825609;-11.1701072222;0.145443719149
176.75;-3631.43676145;-11.1604109944;0.474039947536
176.8;-3631.99526682;-11.1313221611;0.851117891971
176.85;-3632.55377218;-11.0440556167;0.673352817907
176.9;-3633.09482424;-11.0343593389;-0.010773839501
176.95;-3633.6533296;-11.09253705;0.0377075493801
177;-3634.21183497;-11.0343593833;0.199312574063
177.05;-3634.75288703;-11.0343593389;-0.199312179026
177.1;-3635.31139239;-11.0925370056;-0.0323211234585
177.15;-3635.86989775;-11.0343593833;0.048481191363
177.2;-3636.41094982;-11.0440556611;-0.484813694437
177.25;-3636.96945518;-11.1216258389;-0.339369546297
177.3;-3637.52796054;-11.1216258389;0.522521333327
177.35;-3638.0864659;-11.0343593889;0.818796320987
177.4;-3638.62751797;-11.0052705722;0.474039975313
177.45;-3639.18602333;-10.9955743;0.183151808651
177.5;-3639.7270754;-10.9955743;0.0377077253087
177.55;-3640.28558076;-10.9955743;0.00538681789305
177.6;-3640.82663283;-10.9955743;-3.09086090056E-012
177.65;-3641.38513819;-10.9955743;3.09086090056E-012
177.7;-3641.92619026;-10.9955743;-0.00538681789305
177.75;-3642.48469562;-10.9955743;-0.0323209074075
177.8;-3643.02574769;-10.9955743;-0.145444080255
177.85;-3643.58425305;-11.0052705722;-0.290888145065
177.9;-3644.12530512;-11.0246631167;-0.339369422835
177.95;-3644.68381048;-11.0828407444;0.328596163595
178;-3645.24231584;-10.9955742778;1.01810904939
178.05;-3645.78336791;-10.9083077778;0.50636116357
178.1;-3646.32441997;-10.9567891389;0.13467016665
178.15;-3646.88292533;-10.9470929167;0.522520870363
178.2;-3647.4239774;-10.8695227556;0.344756074069
178.25;-3647.96502947;-10.8695227611;-0.517134620372
178.3;-3648.50608154;-10.9567892111;-0.786475416664
178.35;-3649.0645869;-10.9858780278;-0.323208990737
178.4;-3649.60563897;-10.9858780222;0.14544427161
178.45;-3650.16414433;-10.9664854667;0.490200728403
178.5;-3650.7051964;-10.8986115222;0.183151895065
178.55;-3651.24624846;-10.9567891889;0.0215471759265
178.6;-3651.80475383;-10.9470929167;0.678739154328
178.65;-3652.34580589;-10.8598264333;0.851117163579
178.7;-3652.88685796;-10.8307376556;0.474039780854
178.75;-3653.42791003;-10.8210413889;0.145444166666
178.8;-3653.9689621;-10.8210413778;-0.145443703695
178.85;-3654.51001417;-10.8307376;-0.468652895061
178.9;-3655.05106623;-10.8598264167;-0.813409787042
178.95;-3655.5921183;-10.9470929167;-0.490200891972
179;-3656.15062366;-10.9470929333;0.490200179009
179.05;-3656.69167573;-10.8598264889;0.813409503072
179.1;-3657.2327278;-10.8307376667;0.474040225295
179.15;-3657.77377987;-10.8210413778;0.183152271611
179.2;-3658.31483194;-10.8210413278;0.0377080092862
179.25;-3658.855884;-10.8210413278;0.00538655864557
179.3;-3659.39693607;-10.8210413778;-3.61133050377E-007
179.35;-3659.93798814;-10.8210413889;-2.20070875103E-012
179.4;-3660.47904021;-10.8210413778;3.61131949036E-007
179.45;-3661.02009228;-10.8210413278;2.62357716786E-007
179.5;-3661.56114434;-10.8210413278;-2.62355676936E-007
179.55;-3662.10219641;-10.8210413778;0.00538645677072
179.6;-3662.64324848;-10.8210413889;0.0377077252929
179.65;-3663.18430055;-10.8210413778;0.183152172846
179.7;-3663.72535262;-10.8113450556;0.479427074102
179.75;-3664.26640468;-10.7822562389;0.851117049387
179.8;-3664.80745675;-10.6949898333;0.673352043184
179.85;-3665.33105553;-10.6852935611;-0.0161602561856
179.9;-3665.8721076;-10.74347115;1.9754074919E-007
179.95;-3666.41315966;-10.6852935167;0.0161602561905
180;-3666.93675844;-10.6949898333;-0.66796561728
180.05;-3667.47781051;-10.7822562833;-0.813409305567
180.1;-3668.01886258;-10.8113450556;-0.296274787043
180.15;-3668.55991464;-10.8113450556;0.296274787043
180.2;-3669.10096671;-10.7822562833;0.813409305568
180.25;-3669.64201878;-10.6949898333;0.673352435185
180.3;-3670.16561756;-10.6852935167;0.0215474691258
180.35;-3670.70666962;-10.74347115;0.188538429012
180.4;-3671.24772169;-10.6755972889;0.527907959883
180.45;-3671.77132047;-10.6562047444;0.32320929013
180.5;-3672.31237254;-10.6465084278;0.118510274689
180.55;-3672.83597131;-10.6465084222;-0.118510024699
180.6;-3673.37702338;-10.6562047278;-0.323209074079
180.65;-3673.90062216;-10.6755972389;-0.522521305558
180.7;-3674.44167422;-10.74347115;-0.145444361109
180.75;-3674.98272629;-10.6852935611;0.199312067891
180.8;-3675.50632507;-10.6852935611;-0.0161601574177
180.85;-3676.04737714;-10.7337748722;0.479427243837
180.9;-3676.5884292;-10.6465084056;1.04504285804
180.95;-3677.11202798;-10.5592419556;0.479426709899
181;-3677.63562675;-10.6077233278;-0.0161607345725
181.05;-3678.17667882;-10.6077233667;0.199312160462
181.1;-3678.7002776;-10.5495457;-0.145444074086
181.15;-3679.22387637;-10.6174196111;-0.522521620357
181.2;-3679.76492844;-10.6368122;-0.328596104921
181.25;-3680.28852722;-10.6465084722;-0.15083068827
181.3;-3680.82957929;-10.6465084278;-0.0269338055657
181.35;-3681.35317806;-10.6465084222;0.0323208981455
181.4;-3681.89423013;-10.6465084556;0.188538728397
181.45;-3682.41782891;-10.6368121444;0.506361166672
181.5;-3682.95888097;-10.6077233167;0.96424050617
181.55;-3683.48247975;-10.5107605944;0.818796219123
181.6;-3684.00607852;-10.4913680611;0.0377074444318
181.65;-3684.5296773;-10.5107606444;-0.630257777776
181.7;-3685.05327608;-10.5980270611;-0.490200333315
181.75;-3685.59432814;-10.5980270611;0.312435342603
181.8;-3686.11792692;-10.5204569167;0.339369611107
181.85;-3686.6415257;-10.5204568778;-0.33936924692
181.9;-3687.16512447;-10.5980270444;-0.312435336419
181.95;-3687.70617654;-10.5980270444;0.490200330257
182;-3688.22977531;-10.5107606056;0.641031067906
182.05;-3688.75337409;-10.4913681;0.0323209073995
182.1;-3689.27697287;-10.5107606056;-0.484813348773
182.15;-3689.80057164;-10.5883307722;-0.161604438274
182.2;-3690.34162371;-10.5689382278;0.834956675929
182.25;-3690.86522248;-10.4234941556;0.490200166658
182.3;-3691.37136797;-10.4816718278;-0.506360879639
182.35;-3691.91242004;-10.5592419667;-0.140056984561
182.4;-3692.43601881;-10.5010643222;0.377077435196
182.45;-3692.95961759;-10.4816717722;0.29627505248
182.5;-3693.48321636;-10.4719755;0.14544401543
182.55;-3694.00681514;-10.4719755056;0.0323207252946
182.6;-3694.53041391;-10.4719755167;0.0107733549256
182.65;-3695.05401269;-10.4719755556;0.0377077253117
